0 329.97900000000004 0.0 408.15455137178094, 1 231.81564599018105 -27.568555699496198 410.9043948671806, 2 272.7153546410964 -46.10843911015918 24.963117115622936, 3 238.61357719179935 -0.6332526363380566 -351.96987021230655, 6 428.141919027777 27.568222333348796 405.4047267716272, 7 459.1380956799103 -3.719374735424779 16.44225172550773, 8 467.7097947198846 52.245130442314704 -359.57990570553113, 12 314.8326931999945 -102.83129783464129 610.9884624609957, 13 326.3621363695937 -267.92483816235045 753.5447396547532, 14 279.93003940795234 -365.0270786701733 700.0129985658053, 15 298.6047644997095 -398.1842819236923 801.6786383253151, 17 436.6505648744745 -232.08509601852364 732.5529001643525, 18 529.1433690310439 -160.26785421243628 506.46641099486055, 19 527.7057982680293 -217.4823635870557 256.6522998457939, 25 215.89492284341193 -251.6164218823476 718.611283894014, 26 135.0902967637488 -165.13948085223626 503.19658977928054, 27 54.6405166083556 -245.2399145342344 347.8118034683264, 
0 329.97900000000004 0.0 409.91976537830976, 1 230.54996033536545 -26.34327522053319 412.2782692064412, 2 269.7002653912216 -46.94231582918553 24.526919171472173, 3 236.78776278016608 0.2762383840978089 -352.93776135862424, 6 429.40756445725754 26.342914378601005 407.56128165174755, 7 460.6427959506635 -2.016521171977587 17.11757574230927, 8 467.40752003505656 58.92736364776725 -359.58390570553115, 12 314.84602646662256 -103.33927372223629 612.4866765234569, 13 326.69342093111806 -270.01092802832835 755.3079726207823, 14 278.6733669434641 -366.9808808424532 702.9686626698997, 15 299.76771662197933 -398.63426568670013 804.2753509142735, 17 438.0313401332297 -234.39700978679627 735.3520962516393, 18 532.4253601262824 -154.49251750405335 509.9028677669885, 19 532.3444059570131 -206.99764593763393 257.37087575748774, 25 214.5143955190925 -251.69276531980972 721.1678965546159, 26 125.99678600520983 -166.28395114838088 510.9581303034661, 27 27.660795838401327 -257.7999203621242 399.6159886278441, 
0 329.96799999999996 0.0 409.21786062625756, 1 230.28879697139965 -26.82305260252168 410.80428523833723, 2 267.8361366462719 -47.72766662580052 21.07396187468703, 3 236.0720975795908 2.907027777495699 -353.8424055775247, 6 429.6466999945358 26.822680351259617 407.63144524176175, 7 461.4917450237301 0.19704832795963512 17.113315608508003, 8 466.8614903020126 63.86273693978136 -359.58790570553117, 12 314.5687043266919 -100.34465115346175 612.5621983501343, 13 328.34777580046295 -264.05589089217113 759.3151944089669, 14 279.8257980611783 -360.81047201906773 709.0271972448373, 15 302.06312696196517 -391.210806951212 810.2862716157346, 17 439.6899794527928 -227.44872723632184 739.7870558147803, 18 534.4983931978388 -141.32577764374213 513.5218828843364, 19 539.0780771728638 -191.8289023019413 259.8620720273044, 25 215.21387299407198 -245.76891530787248 725.6682231922415, 26 121.83303174263568 -161.8431182714989 517.769908361353, 27 28.30084110544891 -271.1356494690969 452.1391905269685, 
0 329.948 0.0 409.2935180771303, 1 230.16841748620158 -26.501173903764812 410.60667154126855, 2 266.57829800191155 -49.23570394117945 21.172122499757563, 3 235.88098142387432 1.7210270511744739 -354.53776982708047, 6 429.72707890651947 26.500790554317515 407.98037135255, 7 461.9747221383973 0.019534307911939663 17.893762076729615, 8 466.62721230492286 65.13492920192189 -359.59090570553116, 12 314.57468292177936 -98.4112413795783 613.2467983825031, 13 329.8940609259144 -260.8362200052328 762.1353660410193, 14 281.1419447406957 -357.2963092825063 713.381686863823, 15 304.7016247719348 -386.98530857307867 814.3009710904848, 17 441.08387194169575 -224.2001038380532 742.9145724928887, 18 536.0828105945799 -134.12656295954284 516.0787065087004, 19 540.6407459060362 -181.57116476531766 261.2349988587685, 25 215.89732029683518 -241.96879165789943 728.7704813605335, 26 115.7406903724578 -160.7094152527452 523.6008904897074, 27 22.86484957418844 -281.112507121429 494.549784394852, 
0 329.948 0.0 408.683767077734, 1 230.21785487762952 -25.654512508744233 409.74931733363627, 2 266.4329164885701 -49.25610250153652 21.641434816564697, 3 236.2747497875501 2.8115132182238085 -354.1038604950971, 6 429.67767479507245 25.65412973038567 407.6182202122305, 7 461.98951669653314 -1.345433456796215 18.304546812817023, 8 465.69975447034847 63.982912997241115 -359.5969057055311, 12 315.3558188538674 -97.36319265673819 612.7234676323492, 13 330.4143469635119 -259.0661260750045 762.8849832894496, 14 281.7916245765269 -355.19700535716635 716.1192851609555, 15 305.52101708654936 -383.58886169039545 816.6263926159857, 17 441.4906960078107 -222.63037732848568 744.237748609037, 18 536.8147944676779 -130.01395161969054 517.9901659526374, 19 540.9199228542598 -173.69363646032335 263.40064715975524, 25 216.56055501452056 -239.53042030123476 728.8290653217684, 26 115.94057117977727 -159.09409854423853 521.8865146126559, 27 24.441006255461105 -285.8595149702179 521.6227642191038, 
0 329.948 0.0 408.3725680382374, 1 229.72270221389235 -24.99968518603977 409.16237843351547, 2 264.73941678703585 -49.10896901737465 20.868661140814368, 3 235.70450359812634 3.6794813018775017 -355.2054622351064, 6 430.17281803171915 24.99930403031607 407.5827561966409, 7 463.3288927494991 -2.8661659028547035 18.76735411059684, 8 471.76977693512856 63.355493984895915 -359.5969057055311, 12 315.1462166724262 -97.02559617900414 612.5338639010392, 13 331.32661538488446 -258.48429619398735 763.6323242501771, 14 281.9334953240954 -354.9687130477313 718.2420161700852, 15 306.7482674144099 -381.9456667379649 818.2196972146553, 17 442.57102270291244 -222.23594350952098 745.6739765085524, 18 538.4892915670932 -127.62744919642029 519.4767727855108, 19 542.4006020148207 -168.458868371092 262.2689882280741, 25 216.662715823011 -238.66561352411128 729.616713691584, 26 113.68840002914047 -165.57087225859578 525.8390062535359, 27 22.398396089139055 -299.8528960547549 560.3387383742347, 
0 329.948 0.0 408.7260028898048, 1 229.7022105438371 -25.243940515492007 409.5137689240936, 2 264.45021319150527 -49.09184368543363 21.08723494340302, 3 235.22510856379873 3.85736296602434 -355.2003055495976, 6 430.1932831866213 25.24354715122765 407.9382394013678, 7 463.46397473232525 -2.9819512172791462 19.115275867526975, 8 471.558567716565 63.27452235715168 -359.61790570553114, 12 314.96302790026476 -96.8678537841962 613.1075963820126, 13 331.71017969572495 -258.2901068574432 764.5114475255874, 14 282.41388213367173 -354.9745032834189 719.748431916507, 15 307.4641269094122 -382.08569651323614 819.7721784799445, 17 443.0068297851619 -221.80195653117795 746.5643538824589, 18 539.0116603593406 -126.60700602683065 520.2830599663486, 19 543.1903102070403 -167.84193562548188 262.8779757406144, 25 216.38382475579127 -238.61961388619198 730.5233037285435, 26 108.48278769758144 -168.75344685213275 528.0110712912038, 27 20.78937008645795 -304.69013824528673 567.6166937517381, 
0 329.95799999999997 0.0 408.60590388957684, 1 230.0601333630454 -25.14012163456749 409.62987968946044, 2 263.9433042944348 -49.57904444427314 21.03403605182325, 3 234.99395916583745 3.6850590098034672 -355.69371711165485, 6 429.8553623542172 25.139750465461248 407.58193392269874, 7 463.30030195390094 -3.6355319625646842 19.300099820800426, 8 471.2024495623987 62.468242855713214 -359.6259057055311, 12 314.797668889382 -95.73914475250197 613.2723100577064, 13 332.2336651299347 -255.63914869092076 766.5374072828752, 14 282.50047274001815 -352.03430011288793 723.1536646952234, 15 307.78109328399165 -378.4996374040769 823.2277542519976, 17 443.0649694434924 -219.7327591120342 747.147926523249, 18 539.3700997176364 -125.90950966132874 517.2982751508539, 19 543.3237244446261 -168.01304107636668 263.41195826523136, 25 217.05225414399698 -235.77254364245516 733.1267586951676, 26 108.33179025138071 -167.10906724855482 531.465982635862, 27 19.59292055129265 -303.4645210195775 582.5306603112736, 
0 329.995 0.0 407.34450510428536, 1 229.81779329269833 -24.954658276124302 408.9999008781868, 2 262.8135946128184 -50.71531519685395 22.115162401849886, 3 234.42506758801687 2.432966871311919 -356.4091138407253, 6 430.1717074289341 24.954277380469417 405.689114930028, 7 462.99729215044664 -5.990462565915266 19.663813683660635, 8 471.46717224303154 59.99962294725685 -359.6309057055311, 12 315.34263125219377 -93.28666618826927 613.1676023474654, 13 333.2155991339698 -250.72601085063087 769.1460979488268, 14 282.7930080628463 -347.05887816793313 727.5998432579634, 15 308.50461246346663 -371.916298550025 827.2160404234917, 17 443.9149648050886 -215.1985998186381 749.7748042406809, 18 540.1312469704312 -120.62863456488736 520.6222199623146, 19 543.8219891683472 -161.7299239295712 265.60972234944137, 25 217.64149484857182 -231.1095829303821 735.9416643451102, 26 107.70822491612265 -169.31377046511236 536.9813462247621, 27 19.155206104048602 -307.566167745173 616.8002976800037, 
0 329.999 0.0 404.2163332993604, 1 230.19524985472265 -26.37638133703219 406.07785056900957, 2 263.3643311748396 -52.68026035105463 21.116091068831906, 3 233.22704175726238 0.09760417205620797 -358.4177755888106, 6 429.80226619859184 26.375990070162217 402.3548200822497, 7 462.6800524101935 -6.957703456421697 17.123709275821454, 8 471.1846706506283 56.49797779640576 -362.29590570553114, 12 314.796412714421 -92.44029911981046 610.488998951434, 13 332.5335020854975 -248.8793975872822 765.7003919267197, 14 283.37195204063426 -345.6598590862029 722.2664769396752, 15 306.7373101718472 -371.9676049268346 822.3403863058306, 17 443.4995901355905 -211.92969253565042 746.9241651878622, 18 540.050669520196 -118.15503628551983 518.2796432204734, 19 541.1752811970929 -164.19231856789634 264.1224959610481, 25 216.9656358412924 -232.19655997791364 731.9130841338144, 26 112.51801915757272 -179.16948089796765 526.3745077901025, 27 54.69065166762914 -311.8564364932924 608.2349361103375, 
0 329.999 0.0 403.9134501955481, 1 230.20351251846148 -26.26874002778391 405.97390834313615, 2 263.9192334854405 -52.7869576408296 22.73276032333348, 3 238.73481443905666 0.5620737815418977 -357.1735489794776, 6 429.7940101815707 26.268360180392087 401.8530018536908, 7 461.7365798688023 -9.016148149639278 17.368658694841542, 8 471.1155372938306 53.3332255760631 -362.3159057055311, 12 314.83114970966943 -90.56062033629087 610.867851604571, 13 332.8092721358493 -244.90005395607574 767.8359522468702, 14 283.6809041145942 -341.7168067224842 725.6409736792496, 15 306.68922925930224 -367.22273478009606 825.7519482615064, 17 443.89841558554093 -207.98500505401563 748.9024632430344, 18 540.934770900735 -115.02117110980453 520.0107768839493, 19 540.9529109677769 -161.99276027970035 265.3954013164763, 25 216.92920300762978 -229.2960017831079 733.7879545269177, 26 113.65324669960296 -183.91179754179402 528.0291880886197, 27 66.93613190229354 -314.7894785206319 622.2861893999227, 
0 330.001 0.0 404.398643846828, 1 229.9956263404368 -26.831958644559638 406.52713771429694, 2 263.8212975763182 -52.675008250706426 23.470544769445496, 3 238.43903025786315 0.8004248824099136 -357.1526513208629, 6 430.00586216337575 26.831558267687413 402.27015681927514, 7 461.7834084211578 -8.295418960608501 17.648855721337043, 8 471.7787195762878 54.248778259363135 -362.3159057055311, 12 314.57301280162557 -89.89831557147636 611.9819951275856, 13 333.098947407211 -243.40360583229364 769.1288487246043, 14 284.2102825472181 -340.56038870210875 727.8075469134358, 15 306.8805415211653 -365.74636881006757 827.8556502220795, 17 444.42253635277734 -206.0543268574551 750.1182121157233, 18 541.3965918531549 -113.84697475440612 520.2800487370309, 19 540.7992795178503 -161.36689557843198 261.0224030322007, 25 216.64519078949434 -229.04134819511415 734.6986031324402, 26 114.35596609405547 -191.59958357668242 527.9821167984217, 27 80.24997436955408 -319.9436969777244 629.9750024961384, 
0 330.00300000000004 0.0 403.14061167100306, 1 229.4743397026432 -26.509311141009967 404.8193060876539, 2 263.5330260067258 -52.81960280484216 21.83003763036197, 3 238.7816677868455 2.1588180999984274 -356.55956605447466, 6 430.5311524124887 26.508916946805428 401.46191630863245, 7 462.38099587287 -9.16557807214572 16.808753031745653, 8 472.37112681273584 53.88228017004626 -362.3349057055311, 12 315.17588408699606 -92.60080444622497 609.5143302912277, 13 332.6076955847642 -248.59197338001684 765.188397115704, 14 283.32180738828157 -346.03223993863196 724.233194258863, 15 305.86850669527547 -370.7593485684963 824.2301932026967, 17 444.64145638614747 -211.18024499348496 748.36653120759, 18 542.782655096778 -117.56277120011777 520.9174066436203, 19 541.7895851661331 -162.80077409587827 260.24284643535066, 25 215.81193189306927 -233.60422700763166 729.2662617807625, 26 112.95662613722294 -199.064958428764 524.5520449571537, 27 78.57249748505777 -331.07285265023626 628.1080850347921, 
0 330.00800000000004 0.0 402.92902632235547, 1 232.0233755903214 -27.78853752931055 404.9444724983188, 2 264.5245457814603 -50.450482392803835 23.114862581372563, 3 237.4126112297934 2.556163388438563 -357.5547845246976, 6 427.9921310524615 27.78812946782767 400.91357836448566, 7 461.1905993616858 -6.560130152131322 17.33535081256406, 8 471.6023010443773 53.921254987571885 -362.3469057055311, 12 315.3841426399519 -89.54974148470637 610.7684032021391, 13 332.5235047053904 -241.142118154103 769.2032408781988, 14 285.07318939721347 -336.6587708724127 729.4376954627492, 15 305.7969456007469 -362.26535162242544 829.8239043317146, 17 442.26779501151776 -203.37498286746364 751.7179460835578, 18 542.4613033979293 -114.3597466332013 523.449058836776, 19 535.0036518418419 -162.23158308131056 265.03222416785724, 25 217.7685573250851 -228.94444161201886 732.1866606602791, 26 114.95225938613015 -206.58517011169224 524.4986456776398, 27 114.51067596719767 -329.8069250729393 629.1007302638047, 
0 332.80499999999995 0.0 405.7895816612625, 1 234.71618155269425 -28.20190831753882 408.1076272918397, 2 268.1924550012167 -50.278693906770485 28.053333263513593, 3 241.43915991897165 4.304538729771338 -352.9060963698791, 6 430.8933244950911 28.2015108257963 403.4715392316718, 7 463.91795229913686 -10.752684713646303 20.604869416836664, 8 474.6894508350284 44.41656948901522 -362.3469057055311, 12 320.1437106612727 -88.64828460706082 614.5895600779131, 13 339.71346479400944 -239.1219985331183 773.1983344874791, 14 292.6803706362574 -334.5407026578612 733.0743231813515, 15 312.584762642505 -360.25844754748726 833.5152718892207, 17 448.9759877618162 -200.55102367805466 755.4886778454431, 18 545.600429923203 -110.65536320532104 527.6596748140669, 19 537.8000392918561 -159.8039317529341 269.84328455083556, 25 224.2036549054869 -228.3821558940203 735.8688273192017, 26 119.38099102296826 -210.41720786901269 527.8263914879553, 27 131.15405213787614 -331.44501606983863 632.6225945987587, 
0 332.80499999999995 0.0 405.88907920912925, 1 235.49522799123525 -29.973498026963977 408.59236278333003, 2 269.43791123047896 -49.57461376246282 30.868796912491916, 3 240.9794224360707 3.903445457698382 -352.7475715726912, 6 430.11426930620667 29.973098940985768 403.18579426030465, 7 462.1549009920683 -9.683102274706357 21.571036158280492, 8 474.28912545729077 41.78718401339928 -362.3349057055311, 12 319.8986059010229 -83.89521048193367 616.953807321494, 13 340.6572549071333 -229.37533309923538 778.7293619051509, 14 295.23711667552857 -325.13737952899464 739.7274783073221, 15 312.6900341474818 -350.7034919319791 840.8593084708327, 17 449.22330079588954 -188.78891538263343 759.7964741295882, 18 540.8405828491201 -97.96601064818302 530.6305476982203, 19 537.1949857512645 -153.931727371318 274.66807127125435, 25 224.77097326176815 -222.92187661483115 740.1695151370225, 26 122.7767763229354 -218.7060480888459 527.9643774667526, 27 174.9235968106353 -333.1078104671072 627.9768710674317, 
0 332.80499999999995 0.0 402.77165123057216, 1 236.36062982516196 -31.176189466228386 405.2120068957531, 2 270.2522130994044 -49.935950798977075 29.1955558441245, 3 240.2953007771726 2.0929037579209364 -356.2957883025565, 6 429.24887901366867 31.1757618381656 400.3312934270717, 7 461.54868379705056 -8.525306719178658 19.690494180891392, 8 472.9863109429871 41.85638616469953 -365.6054002621936, 12 319.10313973548 -80.74610668352616 615.8054239447613, 13 341.9028985837378 -223.32517732662 779.2005887919572, 14 298.1231400305426 -319.0292893439427 739.8287076151776, 15 315.39749510547273 -345.2869960416203 841.1310514927659, 17 449.3518182782449 -181.78652583995643 758.0376853658802, 18 539.5676690034641 -92.62585176709504 526.3505475133841, 19 537.8488974454739 -153.35655793914515 272.8023643203751, 25 226.42726529436874 -218.72838729042564 741.5702638604471, 26 125.40395871346854 -210.69025401831848 526.3333578343326, 27 183.6728574995579 -321.47892812653447 612.3022102921759, 
0 332.80499999999995 0.0 395.70937465564157, 1 237.4091037773921 -32.28394647096599 399.1117856516762, 2 271.9850482703699 -50.24197898727485 25.098157110579677, 3 241.47924097468666 1.3171154134564063 -360.14247139457405, 6 428.20041104872183 32.283534040176995 392.3069684250446, 7 459.10840520210735 -7.071530754476214 11.393909542133997, 8 471.2463457086317 42.185916691441264 -370.1422686889881, 12 318.5099693200383 -77.44816281241714 609.3542693667923, 13 340.4061525966536 -218.52205140537 775.229031344817, 14 298.3664620107704 -314.4918251240696 735.7511659078018, 15 313.1686754417091 -341.47040106293235 838.5846433446295, 17 447.59616119638196 -175.74805743641878 751.5306652461206, 18 538.2185222569697 -89.12408407283888 515.7048543182106, 19 537.6450058073917 -159.821267737159 268.89507374154937, 25 225.80121605231267 -216.4485949734538 737.7053881896607, 26 131.18409600168815 -208.74709184630532 517.3128182244636, 27 216.6853713433706 -314.19069486783917 570.0702724842273, 
0 327.188 0.0 395.9472361786009, 1 232.7543477260984 -32.33522747829705 399.05369723099403, 2 267.360002426393 -47.72969528067435 22.03454115643433, 3 234.76917479653332 3.87641275685084 -360.6156186024485, 6 421.6211659953508 32.33480611311029 392.84077861462873, 7 452.8540749472095 -3.717557491473599 10.946081407999714, 8 465.43363060262686 45.98216168878878 -369.96159900975766, 12 308.5986014884823 -76.3627177485176 608.7015781655175, 13 326.90537880639994 -216.01158371862803 774.1788964357611, 14 286.0263143689673 -312.0941375955973 735.663264000349, 15 300.43332258546906 -339.1640432743966 838.6418351883585, 17 434.3438510557839 -173.4414246303424 749.2111263691277, 18 531.928530720043 -91.0322104264677 512.8319995795973, 19 531.8022373841079 -163.8078449621974 268.1165943858493, 25 214.08088519934694 -214.47357360561216 737.4143656895976, 26 127.44146037666192 -206.38220505704197 515.0986661142558, 27 217.333191284083 -307.8087295815574 554.9537565037117, 
