;Bone,ボーン名,ボーン名(英),変形階層,物理後(0/1),位置_x,位置_y,位置_z,回転(0/1),移動(0/1),IK(0/1),表示(0/1),操作(0/1),親ボーン名,表示先(0:オフセット/1:ボーン),表示先ボーン名,オフセット_x,オフセット_y,オフセット_z,ローカル付与(0/1),回転付与(0/1),移動付与(0/1),付与率,付与親名,軸制限(0/1),制限軸_x,制限軸_y,制限軸_z,ローカル軸(0/1),ローカルX軸_x,ローカルX軸_y,ローカルX軸_z,ローカルZ軸_x,ローカルZ軸_y,ローカルZ軸_z,外部親(0/1),外部親Key,IKTarget名,IKLoop,IK単位角[deg]
Bone,"ﾈｸﾀｲ３","necktie3",0,0,0,13.07617,-1.37111,1,0,0,1,1,"ﾈｸﾀｲ２",1,"ﾈｸﾀｲ４",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"下半身","lower body",0,0,0,13.24258,-0.255269,1,0,0,1,1,"腰",1,"下半身先",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"腰飾り","waist accessory",0,0,1.722951,11.10097,0.22733,1,0,0,1,1,"下半身",1,"腰飾り先",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左髪１","hair1_L",0,0,1.6482,19.63919,1.454361,1,0,0,1,1,"頭",1,"左髪２",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左髪２","hair2_L",0,0,2.062622,18.04028,1.826501,1,0,0,1,1,"左髪１",1,"左髪３",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左髪３","hair3_L",0,0,2.672939,16.10377,2.054081,1,0,0,1,1,"左髪２",1,"左髪４",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左髪４","hair4_L",0,0,3.27088,12.91209,2.29635,1,0,0,1,1,"左髪３",1,"左髪５",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左髪５","hair5_L",0,0,3.509651,9.614594,2.546681,1,0,0,1,1,"左髪４",1,"左髪６",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左髪６","hair6_L",0,0,3.365883,6.233677,2.37247,1,0,0,1,1,"左髪５",1,"左髪７",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左肩","shoulder_L",0,0,0.136362,16.12999,0.264887,1,0,0,1,1,"上半身2",1,"左腕",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左腕","arm_L",0,0,0.890767,15.68909,0.31783,1,0,0,1,1,"左肩",1,"左ひじ",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左腕捩","arm twist_L",0,0,1.844493,15.36798,0.304996,1,0,0,1,1,"左腕",1,"左腕捩先",0,0,0,0,0,0,1,"",1,0.8197415,-0.5727338,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左ひじ","elbow_L",0,0,3.590635,14.14799,0.281569,1,0,0,1,1,"左腕捩",1,"左手首",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左手捩","wrist twist_L",0,0,4.036135,13.78235,0.275864,1,0,0,1,1,"左ひじ",1,"左手捩先",0,0,0,0,0,0,1,"",1,0.7592273,-0.6508212,-0.002366748,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左手首","wrist_L",0,0,5.269572,12.72503,0.272019,1,0,0,1,1,"左手捩",1,"左手先",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左袖","sleeve_L",0,0,4.627085,13.34549,0.269249,1,1,0,1,1,"左ひじ",1,"左袖先",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左親指０","thumb0_L",0,0,5.490143,12.3592,-0.03282437,1,0,0,1,1,"左手首",1,"左親指１",0,0,0,0,0,0,1,"",0,0,0,0,1,0.4202958,-0.6970893,-0.5808769,-0.765015,0.07203109,-0.6399716,0,0,"",0,57.29578
Bone,"左親指１","thumb1_L",0,0,5.600428,12.17628,-0.185246,1,0,0,1,1,"左親指０",1,"左親指２",0,0,0,0,0,0,1,"",0,0,0,0,1,0.5807534,-0.7093927,-0.399359,-0.8067118,-0.5673419,-0.165346,0,0,"",0,57.29578
Bone,"左親指２","thumb2_L",0,0,5.834853,11.88993,-0.34645,1,0,0,1,1,"左親指１",1,"左親指先",0,0,0,0,0,0,1,"",0,0,0,0,1,0.6672027,-0.634879,-0.3895758,-0.735542,-0.6440877,-0.210069,0,0,"",0,57.29578
Bone,"左人指１","fore1_L",0,0,6.133939,11.97448,0.046115,1,0,0,1,1,"左手首",1,"左人指２",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左人指２","fore2_L",0,0,6.407234,11.77571,0.048045,1,0,0,1,1,"左人指１",1,"左人指３",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左人指３","fore3_L",0,0,6.621144,11.60431,0.042574,1,0,0,1,1,"左人指２",1,"左人差指先",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左中指１","middle1_L",0,0,6.14739,11.96306,0.229678,1,0,0,1,1,"左手首",1,"左中指２",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左中指２","middle2_L",0,0,6.492824,11.76738,0.227137,1,0,0,1,1,"左中指１",1,"左中指３",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左中指３","middle3_L",0,0,6.735991,11.5741,0.221239,1,0,0,1,1,"左中指２",1,"左中指先",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左薬指１","third1_L",0,0,6.147588,11.94088,0.398388,1,0,0,1,1,"左手首",1,"左薬指２",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左薬指２","third2_L",0,0,6.384624,11.74535,0.39531,1,0,0,1,1,"左薬指１",1,"左薬指３",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左薬指３","third3_L",0,0,6.620761,11.59263,0.402526,1,0,0,1,1,"左薬指２",1,"左薬指先",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左小指１","little1_L",0,0,6.013046,11.92387,0.576087,1,0,0,1,1,"左手首",1,"左小指２",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左小指２","little2_L",0,0,6.243013,11.77328,0.568869,1,0,0,1,1,"左小指１",1,"左小指３",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左小指３","little3_L",0,0,6.384838,11.65003,0.558728,1,0,0,1,1,"左小指２",1,"左小指先",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左ｽｶｰﾄ前","front skirt_L",0,0,1.078189,12.16489,-0.951838,1,0,0,1,1,"下半身",1,"左スカート前先",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左ｽｶｰﾄ後","back skirt_L",0,0,1.017702,12.00671,0.666983,1,0,0,1,1,"下半身",1,"左スカート後先",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"腰キャンセル左","",0,0,0.796811,10.75273,-0.072743,1,0,0,0,1,"下半身",0,"",0,0,0,0,1,0,-1,"腰",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左足","leg_L",0,0,0.796811,10.75273,-0.072743,1,0,0,1,1,"腰キャンセル左",1,"左ひざ",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左ひざ","knee_L",0,0,0.673676,5.927077,-0.053481,1,0,0,1,1,"左足",1,"左足首",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左足首","ankle_L",0,0,0.875424,1.34,0,1,0,0,1,1,"左ひざ",1,"左つま先",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右髪１","hair1_R",0,0,-1.6482,19.63919,1.454361,1,0,0,1,1,"頭",1,"右髪２",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右髪２","hair2_R",0,0,-2.062622,18.04028,1.826501,1,0,0,1,1,"右髪１",1,"右髪３",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右髪３","hair3_R",0,0,-2.672939,16.10377,2.054081,1,0,0,1,1,"右髪２",1,"右髪４",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右髪４","hair4_R",0,0,-3.27088,12.91209,2.29635,1,0,0,1,1,"右髪３",1,"右髪５",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右髪５","hair5_R",0,0,-3.509651,9.614594,2.546681,1,0,0,1,1,"右髪４",1,"右髪６",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右髪６","hair6_R",0,0,-3.365883,6.233677,2.37247,1,0,0,1,1,"右髪５",1,"右髪７",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右肩","shoulder_R",0,0,-0.136362,16.12999,0.264887,1,0,0,1,1,"上半身2",1,"右腕",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右腕","arm_R",0,0,-0.890767,15.68909,0.31783,1,0,0,1,1,"右肩",1,"右ひじ",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右腕捩","arm twist_R",0,0,-1.844493,15.36798,0.304996,1,0,0,1,1,"右腕",1,"右腕捩先",0,0,0,0,0,0,1,"",1,-0.8197415,-0.5727338,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右ひじ","elbow_R",0,0,-3.590635,14.14799,0.281569,1,0,0,1,1,"右腕捩",1,"右手首",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右手捩","wrist twist_R",0,0,-4.036135,13.78235,0.275864,1,0,0,1,1,"右ひじ",1,"右手捩先",0,0,0,0,0,0,1,"",1,-0.7592273,-0.6508212,-0.002366748,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右手首","wrist_R",0,0,-5.269572,12.72503,0.272019,1,0,0,1,1,"右手捩",1,"右手先",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右袖","sleeve_R",0,0,-4.627085,13.34549,0.269249,1,1,0,1,1,"右ひじ",1,"右袖先",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右親指０","thumb0_R",0,0,-5.490143,12.3592,-0.03282437,1,0,0,1,1,"右手首",1,"右親指１",0,0,0,0,0,0,1,"",0,0,0,0,1,-0.4202958,-0.6970893,-0.5808769,0.765015,0.07203109,-0.6399716,0,0,"",0,57.29578
Bone,"右親指１","thumb1_R",0,0,-5.600428,12.17628,-0.185246,1,0,0,1,1,"右親指０",1,"右親指２",0,0,0,0,0,0,1,"",0,0,0,0,1,-0.5807534,-0.7093927,-0.399359,0.8067118,-0.5673419,-0.165346,0,0,"",0,57.29578
Bone,"右親指２","thumb2_R",0,0,-5.834853,11.88993,-0.34645,1,0,0,1,1,"右親指１",1,"右親指先",0,0,0,0,0,0,1,"",0,0,0,0,1,-0.6672027,-0.634879,-0.3895758,0.735542,-0.6440877,-0.210069,0,0,"",0,57.29578
Bone,"右人指１","fore1_R",0,0,-6.133939,11.97448,0.046115,1,0,0,1,1,"右手首",1,"右人指２",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右人指２","fore2_R",0,0,-6.407234,11.77571,0.048045,1,0,0,1,1,"右人指１",1,"右人指３",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右人指３","fore3_R",0,0,-6.621144,11.60431,0.042574,1,0,0,1,1,"右人指２",1,"右人差指先",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右中指１","middle1_R",0,0,-6.14739,11.96306,0.229678,1,0,0,1,1,"右手首",1,"右中指２",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右中指２","middle2_R",0,0,-6.492824,11.76738,0.227137,1,0,0,1,1,"右中指１",1,"右中指３",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右中指３","middle3_R",0,0,-6.735991,11.5741,0.221239,1,0,0,1,1,"右中指２",1,"右中指先",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右薬指１","third1_R",0,0,-6.147588,11.94088,0.398388,1,0,0,1,1,"右手首",1,"右薬指２",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右薬指２","third2_R",0,0,-6.384624,11.74535,0.39531,1,0,0,1,1,"右薬指１",1,"右薬指３",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右薬指３","third3_R",0,0,-6.620761,11.59263,0.402526,1,0,0,1,1,"右薬指２",1,"右薬指先",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右小指１","little1_R",0,0,-6.013046,11.92387,0.576087,1,0,0,1,1,"右手首",1,"右小指２",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右小指２","little2_R",0,0,-6.243013,11.77328,0.568869,1,0,0,1,1,"右小指１",1,"右小指３",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右小指３","little3_R",0,0,-6.384838,11.65003,0.558728,1,0,0,1,1,"右小指２",1,"右小指先",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右ｽｶｰﾄ前","front skirt_R",0,0,-1.078189,12.16489,-0.951838,1,0,0,1,1,"下半身",1,"右スカート前先",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右ｽｶｰﾄ後","back skirt_R",0,0,-1.017702,12.00671,0.666983,1,0,0,1,1,"下半身",1,"右スカート後先",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"腰キャンセル右","",0,0,-0.796811,10.75273,-0.072743,1,0,0,0,1,"下半身",0,"",0,0,0,0,1,0,-1,"腰",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右足","leg_R",0,0,-0.796811,10.75273,-0.072743,1,0,0,1,1,"腰キャンセル右",1,"右ひざ",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右ひざ","knee_R",0,0,-0.673676,5.927077,-0.053481,1,0,0,1,1,"右足",1,"右足首",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右足首","ankle_R",0,0,-0.875424,1.34,0,1,0,0,1,1,"右ひざ",1,"右つま先",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"両目","eyes",0,0,0,21,-0.7,1,0,0,1,1,"頭",1,"両目先",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"前髪１","front hair1",0,0,-1.08504,19.47236,-0.887101,1,0,0,1,1,"頭",1,"前髪１先",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"前髪２","front hair2",0,0,-0.414511,19.4824,-1.217045,1,0,0,1,1,"頭",1,"前髪２先",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"前髪３","front hair3",0,0,0.541468,19.43488,-1.265278,1,0,0,1,1,"頭",1,"前髪３先",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左目光","eyelight_L",2,0,0.416226,17.79452,-0.439503,1,0,0,1,1,"左目",1,"左目光先",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右目光","eyelight_R",2,0,-0.241832,17.89126,-0.1414,1,0,0,1,1,"右目",1,"右目光先",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"ﾈｸﾀｲ４","necktie4",0,0,0,10.97783,-1.700663,1,0,0,0,1,"ﾈｸﾀｲ３",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左髪７","hair7_L",0,0,1.908212,2.135073,0.357213,1,0,0,0,1,"左髪６",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右髪７","hair7_R",0,0,-1.908212,2.135073,0.357213,1,0,0,0,1,"右髪６",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左つま先","toe_L",0,0,0.928699,0,-2.463567,1,0,0,0,1,"左足首",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右つま先","toe_R",0,0,-0.928699,0,-2.463567,1,0,0,0,1,"右足首",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"ﾈｸﾀｲＩＫ","necktie IK",1,0,0,10.97783,-1.700663,1,1,1,1,1,"腰",1,"ﾈｸﾀｲＩＫ先",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"ﾈｸﾀｲ４",15,6.875494
;IKLink,親ボーン名,Linkボーン名,角度制限(0/1),XL[deg],XH[deg],YL[deg],YH[deg],ZL[deg],ZH[deg]
IKLink,"ﾈｸﾀｲＩＫ","ﾈｸﾀｲ３",0,0,0,0,0,0,0
IKLink,"ﾈｸﾀｲＩＫ","ﾈｸﾀｲ２",0,0,0,0,0,0,0
IKLink,"ﾈｸﾀｲＩＫ","ﾈｸﾀｲ１",0,0,0,0,0,0,0
Bone,"左髪ＩＫ","hair IK_L",1,0,1.908212,2.135073,0.357213,1,1,1,1,1,"腰",1,"左髪ＩＫ先",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"左髪７",8,6.875494
;IKLink,親ボーン名,Linkボーン名,角度制限(0/1),XL[deg],XH[deg],YL[deg],YH[deg],ZL[deg],ZH[deg]
IKLink,"左髪ＩＫ","左髪６",0,0,0,0,0,0,0
IKLink,"左髪ＩＫ","左髪５",0,0,0,0,0,0,0
IKLink,"左髪ＩＫ","左髪４",0,0,0,0,0,0,0
IKLink,"左髪ＩＫ","左髪３",0,0,0,0,0,0,0
IKLink,"左髪ＩＫ","左髪２",0,0,0,0,0,0,0
Bone,"右髪ＩＫ","hair IK_R",1,0,-1.908212,2.135073,0.357213,1,1,1,1,1,"腰",1,"右髪ＩＫ先",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"右髪７",8,6.875494
;IKLink,親ボーン名,Linkボーン名,角度制限(0/1),XL[deg],XH[deg],YL[deg],YH[deg],ZL[deg],ZH[deg]
IKLink,"右髪ＩＫ","右髪６",0,0,0,0,0,0,0
IKLink,"右髪ＩＫ","右髪５",0,0,0,0,0,0,0
IKLink,"右髪ＩＫ","右髪４",0,0,0,0,0,0,0
IKLink,"右髪ＩＫ","右髪３",0,0,0,0,0,0,0
IKLink,"右髪ＩＫ","右髪２",0,0,0,0,0,0,0
Bone,"左足IK親","leg IKP_L",0,0,0.875424,0,0,1,1,0,1,1,"全ての親",1,"左足ＩＫ",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左足ＩＫ","leg IK_L",1,0,0.875424,1.34,0,1,1,1,1,1,"左足IK親",1,"左足ＩＫ先",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"左足首",40,114.5916
;IKLink,親ボーン名,Linkボーン名,角度制限(0/1),XL[deg],XH[deg],YL[deg],YH[deg],ZL[deg],ZH[deg]
IKLink,"左足ＩＫ","左ひざ",1,-180,-0.5,0,0,0,0
IKLink,"左足ＩＫ","左足",0,0,0,0,0,0,0
Bone,"右足IK親","leg IKP_R",0,0,-0.875424,0,0,1,1,0,1,1,"全ての親",1,"右足ＩＫ",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右足ＩＫ","leg IK_R",1,0,-0.875424,1.34,0,1,1,1,1,1,"右足IK親",1,"右足ＩＫ先",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"右足首",40,114.5916
;IKLink,親ボーン名,Linkボーン名,角度制限(0/1),XL[deg],XH[deg],YL[deg],YH[deg],ZL[deg],ZH[deg]
IKLink,"右足ＩＫ","右ひざ",1,-180,-0.5,0,0,0,0
IKLink,"右足ＩＫ","右足",0,0,0,0,0,0,0
Bone,"左つま先ＩＫ","toe IK_L",1,0,0.928699,0,-2.463567,1,1,1,1,1,"左足ＩＫ",1,"左つま先ＩＫ先",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"左つま先",3,229.1831
;IKLink,親ボーン名,Linkボーン名,角度制限(0/1),XL[deg],XH[deg],YL[deg],YH[deg],ZL[deg],ZH[deg]
IKLink,"左つま先ＩＫ","左足首",0,0,0,0,0,0,0
Bone,"右つま先ＩＫ","toe IK_R",1,0,-0.928699,0,-2.463567,1,1,1,1,1,"右足ＩＫ",1,"右つま先ＩＫ先",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"右つま先",3,229.1831
;IKLink,親ボーン名,Linkボーン名,角度制限(0/1),XL[deg],XH[deg],YL[deg],YH[deg],ZL[deg],ZH[deg]
IKLink,"右つま先ＩＫ","右足首",0,0,0,0,0,0,0
Bone,"下半身先","下半身先",0,0,0,11.36059,-0.246477,1,0,0,0,1,"下半身",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"頭先","頭先",0,0,0,19,0,1,0,0,0,1,"頭",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"左目先","左目先",2,0,0.62,17.8,-0.897196,1,0,0,0,1,"左目",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
Bone,"右目先","右目先",2,0,-0.62,17.8,-0.897196,1,0,0,0,1,"右目",1,"",0,0,0,0,0,0,1,"",0,0,0,0,0,1,0,0,0,0,1,0,0,"",0,57.29578
